,Management,Business & Financial Operations,Computer & Mathematical,Architecture & Engineering,"Life, Physical, & Social Science",Community & Social Service,Legal,"Education, Training, & Library","Arts, Design, Entertainment, Sports, & Media",Healthcare Practitioners & Technical,Healthcare Support,Protective Service,Food Preparation & Serving Related,Building & Grounds Cleaning & Maintenance,Personal Care & Service,Sales & Related,Office & Administrative Support,"Farming, Fishing, & Forestry",Construction & Extraction,"Installation, Maintenance, & Repair",Production,Transportation & Material Moving,CoL Per Year,Leisure,Health,quality_of_life_index
"Hattiesburg, MS",29415.183589911012,20569.043589911,25051.973589911002,31120.463589911,18158.58358991101,8947.423589911006,23047.393589911,8831.373589911003,9356.613589911,17610.353589911,-1819.336410088996,3823.833589911002,-5320.276410088996,-4193.136410088999,-4765.006410088998,-2972.2064100889947,3405.513589911003,6522.163589911003,9228.793589911003,7585.263589911004,4447.163589911004,1766.2635899110028,21432.236410088997,380.0,2383,0.0
"Hayward, CA",34326.160696539984,7427.017696539988,24123.061696539986,20033.68469653999,8663.617696539994,-9277.493303460009,26161.41369653998,-5604.593303460002,-3619.255303460006,13707.18969654,-16132.053303460005,-10796.493303460004,-23624.83330346001,-19528.153303460003,-23797.033303460004,-18888.913303460005,-16505.233303460005,-24437.11330346001,-6338.893303460005,-9565.193303460008,-17912.273303460002,-18477.25330346,44821.39330346001,422.5,2121,0.0
"Henderson, NV",45103.053515247004,21282.873515247,30397.953515247,32163.093515247,20873.373515247,12239.553515247,43883.25351524701,10305.933515246998,10081.293515246998,35453.133515247006,2698.333515246999,4761.9335152469985,-6173.826484753001,27.53351524699974,-7586.226484753001,-3765.266484753,3422.573515246997,-135.2664847529995,9727.953515247002,11421.333515246999,1503.293515246998,272.1735152469992,27583.346484752998,349.8400000000001,2213,0.0
"Hilo, HI",36061.56698994799,17273.31698994799,27096.209489948,28853.909489947997,18478.596989948,7916.354489947989,28150.829489948,6194.924489947995,5864.309489947998,30562.299489947996,-892.773510052004,2150.2844899479896,-5871.945510052005,305.9904899479953,-6401.781510052006,-5590.545510052005,-1218.020510052007,1080.494489947996,17660.429489947994,9939.801989947991,1591.5324899479965,1797.3894899479928,28476.405510052,639.99999996,1665,0.0
"Hollywood, FL",41752.544639923995,16195.004639924002,25221.944639924,22140.944639924,11685.824639924002,-623.3553600759988,19661.324639923998,3573.044639924003,2016.9446399239969,15601.424639923998,-7046.615360076001,-863.7353600759998,-13184.615360076,-11165.895360076001,-11817.975360076001,-9419.095360076,-3597.8953600759996,-12912.695360076,620.8246399240014,-1241.1153600760008,-4928.455360076001,-6322.375360075998,32285.895360076,484.68,2555,0.0
"Honolulu, HI",25984.083578558995,7195.833578558995,17018.726078558997,18776.426078558998,8401.113578559001,-2161.1289214410067,18073.346078559,-3882.5589214409993,-4213.173921440996,20484.816078559,-10970.256921441,-7927.198921441006,-15949.428921441002,-9771.492921441,-16479.264921441,-15668.028921441,-11295.503921441003,-8996.988921441,7582.946078558998,-137.6814214410042,-8485.950921440999,-8280.093921441003,38553.888921441,640.0,1665,166.3469578539196
"Houston, TX",51950.47501644001,25249.975016440007,35352.07501644,35070.875016440004,18598.13501644,5174.335016440004,32787.83501644,9338.755016440002,5374.795016440003,19191.71501644,-7608.204983559997,1403.0350164400006,-12931.32498356,-10306.28498356,-13366.044983559996,-6322.524983559998,-810.2049835599972,-10152.28498356,-290.3449835599968,2406.1150164400024,-990.6049835599988,-2430.284983559999,31118.28498356,506.73052628,2174,171.72257937379987
"Huntington Beach, CA",40771.887997187005,13872.744997187,30568.788997186995,26479.411997187002,15109.344997187007,-2831.7660028129976,32607.140997186998,841.1339971870111,2826.4719971870068,20152.91699718701,-9686.326002812992,-4350.76600281299,-17179.106002812994,-13082.42600281299,-17351.30600281299,-12443.186002812994,-10059.506002812992,-17991.386002812993,106.83399718700821,-3119.466002812995,-11466.546002812991,-12031.526002812989,38375.66600281299,492.0,2121,0.0
"Huntington, WV",32871.526156697015,19571.38115669701,23912.57615669701,29208.581156697008,16001.621156697007,7415.4061566970095,19438.18115669701,9453.941156697012,8333.906156697009,17438.02115669701,-1089.0688433029902,3885.026156697008,-5401.4588433029885,-3336.738843302992,-5530.818843302989,-3655.938843302989,2046.3561566970093,1471.0411566970106,9327.941156697012,9648.19615669701,6891.026156697008,3120.1661566970106,22580.29884330299,425.0,2185,0.0
"Huntsville, AL",46396.718863644004,23888.108863644004,33830.708863644,36667.588863644,17865.608863644004,7133.878863644008,23895.408863644,10325.438863644004,6242.028863644006,15011.308863643999,-3850.7711363559943,4824.388863644002,-8204.951136355998,-5336.4711363559945,-7999.941136355998,-4183.6011363559965,2109.458863644002,2092.028863644005,7479.558863644002,7809.858863644004,1613.9488636440035,-383.86113635599764,24436.431136356,432.33333328,2496,0.0
"Idaho Falls, ID",31483.011504731003,21262.434804731,28493.096604731,35504.152104731,16414.750104731,9666.653604731,25370.991504731002,9584.121404731,7557.371404730999,24917.564904731,3361.998904731001,8094.585204731,-3976.4574952690023,-15.37729526900148,-1741.357595269001,1044.2076047309963,6123.243104730998,-173.4637952689991,7787.562804730998,9622.590204731,6848.008904730998,6256.197904730999,19972.379195269,362.0,1839,0.0
"Indianapolis, IN",32321.215769961007,16063.157469961001,24654.978169961,24208.601269961,11493.962769961001,1056.8184699609992,21377.809069961,3202.7174699610005,3471.933769960997,15793.985469961,-4489.664630039002,2774.2766699609997,-11596.781430039002,-7192.979930039001,-9904.772230039,-7018.353730039002,-277.443330039001,-5484.016730038999,6502.317569961,3841.253269960994,1439.9968699609965,-1245.5167300389985,28479.574630039,448.47,2268,165.0171250091139
"Iowa City, IA",34224.791056787,19388.914156786992,28931.471656787,24527.79895678699,16260.28375678699,5291.299156786994,19047.403756786996,8390.899156786993,5330.2841567869955,16783.133356787,800.5429567869977,5962.879156786996,-7140.8488432130025,-2575.4030432130053,-4336.150343213005,-2861.7226432130046,4808.719156786996,2857.3466567869946,7697.076656786999,8354.306656786994,5179.046656786995,4842.236656786994,23952.565843213004,545.4285714800002,2237,0.0
"Irvine, CA",39276.45126576199,12377.308265761987,29073.352265761983,24983.975265761994,13613.908265761997,-4327.202734238011,31111.704265761982,-654.302734238001,1331.0352657619949,18657.480265762,-11181.762734238004,-5846.2027342380015,-18674.542734238006,-14577.862734238002,-18846.742734238003,-13938.622734238003,-11554.942734238002,-19486.822734238,-1388.6027342380041,-4614.902734238007,-12961.982734238001,-13526.962734238,39871.102734238,554.55882348,2121,0.0
"Irving, TX",54708.946685584015,28008.446685584007,38110.546685584006,37829.346685584016,21356.606685584004,7932.806685584008,35546.306685584,12097.226685584006,8133.266685584008,21950.186685584005,-4849.733314415993,4161.506685584005,-10172.853314415996,-7547.813314415995,-10607.573314415993,-3564.053314415993,1948.266685584007,-7393.813314415995,2468.126685584008,5164.586685584007,1767.8666855840054,328.1866855840053,28359.813314415995,424.00000004,2174,0.0
"Ithaca, NY",62199.53763095799,27647.797330957997,32231.691330957998,27839.444130958003,18504.572730958,4761.095130957994,43186.467330957996,11975.990130957998,16495.888530957996,26133.696030957988,-7622.965769042005,2589.447630957995,-10576.402669042009,-4788.124369042005,-9398.626669042005,-6268.523369042003,-2063.262269042003,-3593.172469042005,11858.254530957993,5417.973630957993,-1321.0462690420027,-1001.2473690420047,30643.579169042,881.225,2338,0.0
"Jackson, MS",25916.65245280901,17070.512452809002,21553.442452809,27621.932452809,14660.052452809008,5448.892452809007,19548.862452809,5332.842452809004,5858.082452809002,14111.822452809,-5317.867547190996,325.30245280900266,-8818.807547190996,-7691.667547190998,-8263.537547190997,-6470.737547190994,-93.017547190997,3023.6324528090045,5730.262452809006,4086.7324528090035,948.6324528090043,-1732.267547190997,24930.767547191,395.0,2383,0.0
"Jackson, TN",39083.835819457,22700.955819457,32153.075819457,30777.475819457002,21223.515819457003,8260.955819457002,32723.835819457003,12779.915819456997,9034.635819456998,20332.035819457,698.5758194570008,6705.675819456999,-5698.104180543,-2309.704180542998,-4547.424180542999,-894.1441805430003,5679.695819457,539.4758194569986,10403.675819457,9902.555819456997,5979.835819457003,4157.495819456999,22683.964180542996,318.96000004,2208,0.0
"Jacksonville, FL",46485.645395055995,20928.105395056,29955.045395055997,26874.045395055997,16418.925395055998,4109.7453950559975,24394.425395056,8306.145395055999,6750.045395055992,20334.525395056,-2313.5146049440045,3869.3653950559965,-8451.514604944005,-6432.7946049440025,-7084.874604944005,-4685.994604944004,1135.2053950559966,-8179.594604944003,5353.925395055998,3491.9853950559955,-195.35460494400468,-1589.274604944003,27552.794604944003,388.60782604,2555,0.0
"Jersey City, NJ",48328.783838646974,11348.589038646975,22255.83033864698,16124.212538646978,13445.546438646985,-8104.049661353019,17757.732338646972,-3318.13086135302,-6441.587861353022,11915.898638646975,-20117.036061353014,-13882.08276135302,-25121.261061353016,-20569.848561353014,-22743.348561353017,-19930.736061353015,-16608.618561353018,-23204.786061353017,-3772.5177613530177,-7418.483461353017,-15846.048561353022,-17934.048561353018,45670.32356135302,734.75,2737,0.0
"Joplin, MO",46505.06514062301,25888.615140623,36202.171140622995,34208.575140623,18450.019140623008,11156.931140623,30907.453140622998,11690.959140623003,11429.599140623,21892.711140623003,951.7011406230048,10035.223140623006,-3968.780859376995,34.01514062300339,-2268.872859376996,798.0651406230028,7358.157140623003,4206.1411406230045,16642.279140623003,10473.457140623002,8199.851140623003,6305.007140623002,20580.466859377,383.6,2267,0.0
"Kalamazoo, MI",51268.110963225,25383.50346322501,34298.40346322501,37006.503463225,19382.465963225008,10179.940963225006,30247.31596322501,10301.628463225006,9216.76596322501,24997.05346322501,1503.3159632250065,6925.353463225005,-5785.446536774992,-1959.7465367749935,-3613.8090367749933,-649.8965367749915,5983.940963225006,-598.8090367749937,12653.515963225005,10089.228463225003,6793.803463225006,3717.665963225005,23110.809036774994,540.75,2214,0.0
"Kansas City, MO",39011.002842344016,18394.552842343997,28708.108842343998,26714.512842344,10955.956842344007,3662.8688423440003,23413.390842344,4196.896842344002,3935.5368423439977,14398.648842344002,-6542.361157655996,2541.1608423440052,-11462.843157655996,-7460.0471576559985,-9762.935157655997,-6695.997157655998,-135.90515765599778,-3287.921157655997,9148.216842344002,2979.394842344001,705.7888423440018,-1189.0551576559992,28074.529157656,459.38461544,2267,180.7214465771541
"Katy, TX",56737.042864996016,30036.542864996,40138.642864996,39857.442864996,23384.702864996,9960.902864996002,37574.402864996,14125.322864996,10161.362864996,23978.282864996,-2821.637135003999,6189.602864995999,-8144.757135004002,-5519.717135004002,-8579.477135004001,-1535.9571350039987,3976.362864996001,-5365.717135004001,4496.2228649960025,7192.682864996001,3795.9628649959996,2356.2828649959993,26331.717135004,528.23571432,2174,0.0
"Kennewick, WA",61170.860444588994,31208.000444589,55588.660444589004,44525.34044458898,27894.560444588995,12247.760444588992,38161.860444588994,14366.240444588997,14213.360444589,34217.240444589,4224.460444588993,15689.900444588991,-2791.7795554110053,1779.8204445889933,-663.9395554110051,2839.3404445889937,5146.640444588993,240.70044458899434,17374.700444588994,14735.180444588992,6013.22044458899,6559.980444588993,26002.659555411006,532.7760000000002,1955,0.0
"Kenosha, WI",45167.51875664,19790.510256640006,28873.68015664,26284.22715664,18388.18875664,6301.683756640003,22764.436056640006,10293.458256640002,5829.700356640003,22513.38105664,1650.353856640002,6191.219556639998,-7283.416843359995,-3066.284443359997,-4605.260343359998,-1410.4346433599967,5004.553056640001,2036.9367566400033,12558.691656640007,8869.617756640004,6072.7641566400025,4273.069556640003,24018.58724336,477.5,2384,0.0
"Key West, FL",34853.66691017899,9296.126910178988,18323.066910178983,15242.066910178984,4786.946910178986,-7522.233089821013,12762.446910178987,-3325.8330898210115,-4881.933089821016,8702.546910178986,-13945.493089821015,-7762.613089821014,-20083.49308982101,-18064.773089821014,-18716.853089821016,-16317.973089821016,-10496.773089821014,-19811.573089821013,-6278.053089821014,-8139.993089821014,-11827.333089821015,-13221.253089821013,39184.77308982101,909.0,2555,0.0
"Knoxville, TN",36590.001460771986,20207.121460772,29659.241460772,28283.641460772003,18729.681460772,5767.121460771996,30230.001460772,10286.081460771993,6540.801460771992,17838.201460771994,-1795.2585392280055,4211.841460771992,-8191.9385392280055,-4803.538539228004,-7041.258539228005,-3387.9785392280064,3185.8614607719933,-1954.3585392280074,7909.841460771993,7408.721460771991,3486.0014607719972,1663.661460771993,25177.798539228006,428.57142852,2208,0.0
"Lake Charles, LA",33610.788032988996,15877.828032989004,18914.788032989,30943.108032989003,17996.788032988996,6438.948032989003,19885.348032989,10024.248032989002,4246.328032989,15048.388032989002,-4556.011967011,3540.7480329889986,-8220.091967011002,-6577.891967011001,-7821.931967010999,-4624.891967011001,1121.5480329889979,3082.9480329890034,7534.888032989002,6165.148032989,5776.648032989,2296.708032989001,24422.011967011,290.0,2261,0.0
"Lansing, MI",51424.718145857005,25540.110645857003,34455.010645857,37163.110645857,19539.073145857,10336.548145857,30403.923145857003,10458.235645857,9373.373145857004,25153.660645857002,1659.923145856999,7081.960645856998,-5628.839354142998,-1803.139354143001,-3457.201854143001,-493.2893541429985,6140.548145856999,-442.20185414300073,12810.123145856996,10245.835645856998,6950.4106458569995,3874.2731458569983,22954.201854142997,358.99999996,2214,0.0
"Las Cruces, NM",40671.219195080994,23276.409195081,34142.724195080984,43882.09519508098,30811.557195080986,11048.97219508099,28239.168195080994,13538.027195080991,10440.049195080992,28412.415195081,3072.4891950809943,11022.666195080994,-3766.6408049190068,-996.9178049190086,-3373.5778049190053,422.43019508099314,6133.062195080995,-1595.237804919005,8499.975195080991,9138.869195080992,7509.198195080992,5337.795195080995,20504.642804919007,346.25,2279,0.0
"Las Vegas, NV",45596.110572446,21775.93057244601,30891.010572446005,32656.150572446008,21366.43057244601,12732.610572446009,44376.31057244602,10798.990572446004,10574.350572446003,35946.190572446,3191.390572446005,5254.990572446004,-5680.769427553994,520.5905724460063,-7093.169427553997,-3272.209427553993,3915.630572446004,357.790572446007,10221.010572446008,11914.390572446006,1996.3505724460047,765.2305724460057,27090.289427553995,341.42790696,2213,164.3441304776829
"Lawrence, KS",41185.55399060201,21820.779990602005,28447.797990602012,30753.444990602,20006.04999060201,5502.669990602004,20072.565990602005,7369.455990602004,4930.053990602002,18235.42299060201,-1140.6045093979953,7213.7889906020055,-6648.444509397996,-2460.467009397995,-4861.044509397993,-1634.622009397997,4106.963990602007,3048.585990602005,6469.320990602006,8663.625990602002,7112.559990602003,5029.5469906020035,23214.167009398,739.97,2244,0.0
"Lexington, KY",34770.759666818,18553.059666818008,25011.369666818002,27715.289666818004,16608.339666818,5148.799666818002,21639.499666818003,13259.099666818,8117.249666818003,18380.779666818,-557.0803331819989,3353.0496668180017,-7678.480333181997,-3776.650333181999,-5117.100333181996,-3930.2003331819983,2388.589666818003,-1146.380333181998,7762.199666818001,7934.4796668180015,5599.029666818005,1952.839666818003,24003.750333182,434.47727276,2269,0.0
"Lincoln, NE",39302.345690890994,22012.692490890997,32312.390890890994,28718.099290891,18586.338490891,5929.820890891002,25021.337290890995,13410.871690891001,9565.536490890998,21397.870090891,1990.3690908909994,6720.408490890997,-3345.8879091089984,-673.609909109,-1603.9278091090018,538.8739908909993,5399.593690891001,5758.320890891002,6991.528090890998,10021.520890890995,7594.971690890999,7378.274490890998,21726.513109109,540.5,2440,0.0
"Lisle, IL",41673.895413382,19988.177913382,31865.442913381998,29367.067413382003,18169.963413381996,3162.5714133819965,33670.823413382,7551.4154133819975,4951.565913381994,19507.508913381997,-5486.268086618004,3177.9119133819954,-11295.615586618003,-5605.860086618001,-9407.889086618008,-5597.5550866180065,776.5324133819959,-4051.164086618006,20168.611413382,6281.8064133819935,-368.72708661800425,-2752.262086618004,29143.060586618,659.45,2473,0.0
"Little Rock, AR",30796.385808796,16877.849808795996,23921.015808796,23702.027808796007,14141.921808795996,7123.497808796001,14931.842808795998,8137.526808795996,4421.840808795998,13908.002808796002,-3113.136191204001,4878.9338087959995,-6889.7061912040035,-5240.5811912040035,-6348.626191204003,-3830.256191204,1600.4338087959986,-278.68619120400035,6125.5938087959985,4414.019808795994,1881.8038087959976,1147.2538087959947,23511.216191204003,300.5,2213,0.0
"Logan, UT",39568.002514902015,23261.051014902,36374.256514902,34006.706014902,20442.782014901997,8141.162014901998,26980.757014901992,11394.809014901999,10523.322514902,24651.192514902003,3258.3740149019977,11477.002014901997,-3064.222485098002,-227.23448509800076,-1526.1364850980026,1976.912514902,6376.9015149020015,2113.114514901997,10425.435514901994,12890.873014901994,7282.146514901997,7375.993014901999,20595.246985098,450.6,2138,0.0
"Long Beach, CA",41204.002118675984,14304.85911867599,31000.903118675986,26911.526118675993,15541.459118675994,-2399.651881324011,33039.25511867598,1273.2481186759978,3258.5861186759944,20585.031118676,-9254.211881324003,-3918.651881324004,-16746.991881324007,-12650.311881324003,-16919.191881324004,-12011.071881324006,-9627.391881324003,-17559.271881324006,538.9481186759949,-2687.351881324008,-11034.431881324,-11599.411881324002,37943.55188132401,546.40909092,2121,0.0
"Longview, TX",59897.71699392101,33197.216993921,43299.316993921006,43018.11699392101,26545.376993921,13121.576993921004,40735.076993921,17285.996993921002,13322.036993921003,27138.956993921,339.0369939210032,9350.276993921,-4984.083006079,-2359.0430060789986,-5418.803006078997,1624.7169939210034,7137.036993921003,-2205.0430060789986,7656.896993921004,10353.356993921003,6956.636993921003,5516.956993921001,23171.043006079,576.0,2174,0.0
"Los Angeles, CA",36530.676529955985,9631.533529955981,26327.577529955972,22238.200529955986,10868.133529955987,-7072.977470044018,28365.92952995597,-3400.077470044009,-1414.7394700440127,15911.705529955994,-13927.537470044012,-8591.977470044008,-21420.31747004401,-17323.63747004401,-21592.517470044007,-16684.397470044012,-14300.717470044012,-22232.597470044013,-4134.377470044012,-7360.677470044015,-15707.75747004401,-16272.737470044009,42616.87747004401,561.38571432,2121,153.98688993086066
"Louisville, KY",33905.959712102005,17688.259712102008,24146.569712102006,26850.489712102,15743.539712102,4283.999712102002,20774.699712102003,12394.299712102002,7252.449712102003,17515.979712102002,-1421.8802878979984,2488.2497121020024,-8543.280287897996,-4641.450287897998,-5981.900287897995,-4795.000287897998,1523.7897121020033,-2011.1802878979981,6897.399712101999,7069.679712102004,4734.2297121020065,1088.0397121020033,24868.550287897997,349.33333332,2269,0.0
"Lubbock, TX",61732.036314544006,35031.53631454399,45133.636314544005,44852.43631454401,28379.696314543988,14955.896314543996,42569.39631454399,19120.316314543998,15156.356314543997,28973.276314543993,2173.3563145439953,11184.596314543991,-3149.7636854560083,-524.7236854560068,-3584.4836854560053,3459.0363145439946,8971.356314543995,-370.7236854560069,9491.216314543997,12187.676314543996,8790.956314543993,7351.276314543993,21336.723685456007,327.485,2174,0.0
"Macon, GA",45326.260202711994,20248.09270271199,31732.885202711997,27293.912702711994,15758.477702711985,3606.750202711988,28467.975202711987,7687.430202711992,7003.222702711994,17363.87270271199,-4309.387297288004,2570.002702711994,-11433.882297288008,-7600.2097972880065,-9343.909797288012,-6762.904797288006,90.98770271199464,-6500.5272972880075,4117.94770271199,3822.055202711992,-1550.7222972880118,-2472.744797288011,27475.92229728801,440.00000004,2392,0.0
"Madison, WI",40665.262401782995,15288.253901783006,24371.423801783,21781.970801783,13885.932401783,1799.427401783003,18262.179701783003,5791.201901783002,1327.444001783002,18011.124701783003,-2851.9024982169976,1688.9632017829972,-11785.673198216997,-7568.540798216995,-9107.516698216998,-5912.6909982169955,502.2967017830015,-2465.3195982169964,8056.435301783006,4367.361401783004,1570.507801783002,-229.18679821699695,28520.843598217,615.0,2384,186.460010093168
"Manchester, NH",44076.35410268501,18769.724102685,29877.774102685,28134.164102685005,18544.154102685006,2488.5341026850037,24319.184102685,5785.214102685,1745.3941026850046,22343.804102685004,-1831.3158973149984,5124.564102685006,-11309.085897314995,-6075.105897314997,-8678.815897314998,-6339.875897314996,602.2441026850029,-1745.8258973149932,3539.7341026850045,5935.594102684998,823.8541026849997,-2719.415897314997,30050.485897315,314.0,2668,0.0
"Mansfield, OH",50501.29904293001,28136.245042930004,38800.74274293,36754.14894293,26081.45294293001,12695.119642930005,30290.90734293,19019.735442930007,10428.905742930003,25866.80654293001,2390.9876429300057,10768.791642929997,-2786.2096570699982,1254.1365429300022,-635.230057069999,2635.874042930001,9485.04054293,4543.096942930002,15623.403342930007,13500.043642930004,11050.442842930002,6598.2720429300025,20028.02215707,290.0,2332,0.0
"Marietta, GA",43055.28808027399,17977.120580273993,29461.913080274,25022.940580273993,13487.505580273986,1335.7780802739908,26197.003080273993,5416.458080273995,4732.250580273998,15092.900580273992,-6580.359419726004,299.03058027399675,-13704.854419726003,-9871.181919726003,-11614.881919726009,-9033.876919726003,-2179.9844197260027,-8771.499419726006,1846.9755802739926,1551.0830802739947,-3821.694419726009,-4743.716919726008,29746.894419726006,395.8,2392,0.0
"Marlborough, MA",46950.339596851016,20507.350096851,31761.363596851003,27068.730596851,20041.929096851003,-3056.958903148996,35710.440596851004,9888.748096850999,6579.0065968510025,23659.519596851,-7408.550403148998,4770.5760968510085,-14047.038903149,-6632.138403148998,-11094.848403148997,-10173.273903148998,-5045.575903148998,-10488.483903148997,7434.7100968509985,3442.1565968509967,-3713.127903148998,-6512.690403148998,35678.739903149,185.0,2660,0.0
"McAllen, TX",63167.901825866014,36467.40182586601,46569.501825866006,46288.301825866016,29815.561825866007,16391.761825866008,44005.26182586599,20556.18182586601,16592.221825866007,30409.141825866005,3609.2218258660073,12620.461825866003,-1713.8981741339956,911.1418258660052,-2148.6181741339933,4894.901825866007,10407.221825866009,1065.1418258660049,10927.081825866007,13623.541825866008,10226.821825866004,8787.141825866005,19900.858174133995,241.05,2174,0.0
"Medford, OR",38879.071352295985,21386.981352296,32613.901352296,32141.321352295992,16858.511352295995,7616.651352295994,28286.981352296,10427.711352295992,8937.311352295997,31421.301352295995,3997.971352295997,8681.321352295992,-5185.778647704004,-2048.688647704006,-3592.3486477040055,-1292.6586477040034,4818.781352295995,299.98135229599575,9483.791352295992,7290.281352295999,4119.631352295996,2876.171352295998,24551.838647704004,528.75,2000,0.0
"Melbourne, FL",46053.49017602,20495.95017602,29522.890176019995,26441.890176019995,15986.77017602,3677.59017602,23962.27017602,7873.990176020001,6317.890176019995,19902.37017602,-2745.6698239800025,3437.210176019999,-8883.669823980003,-6864.949823980001,-7517.029823980002,-5118.149823980002,703.0501760199986,-8611.74982398,4921.77017602,3059.830176019997,-627.5098239800027,-2021.429823980001,27984.94982398,408.0,2555,0.0
"Memphis, TN",36667.57286132,20284.69286132001,29736.81286132001,28361.21286132001,18807.25286132001,5844.692861320007,30307.572861320008,10363.652861320004,6618.372861320004,17915.772861320005,-1717.687138679994,4289.412861320005,-8114.367138679994,-4725.967138679994,-6963.687138679994,-3310.407138679995,3263.432861320005,-1876.7871386799961,7987.412861320005,7486.292861320003,3563.572861320008,1741.2328613200045,25100.227138679995,446.76470584,2208,0.0
"Mesa, AZ",37996.218651874,21308.104251874,34996.485051874006,32886.949051874,16990.931451874,4688.776251873997,32909.814651873996,5971.091451873999,7660.1946518740015,26786.997051873997,312.9634518740022,6784.667451874004,-6354.423748125999,-4173.6493481259995,-4970.372548126001,-2527.428548126001,4196.246651874,-6616.593348126,5725.525851874001,6945.889851873999,3290.5986518740033,1793.3170518740008,25364.273348126,300.28571432,2262,0.0
"Miami, FL",35573.250316442005,10015.710316442004,19042.650316442,15961.650316442,5506.530316442005,-6802.6496835579965,13482.030316442004,-2606.249683557995,-4162.349683558001,9422.130316442002,-13225.909683558,-7043.029683557998,-19363.909683558002,-17345.189683557997,-17997.269683558,-15598.389683557998,-9777.189683557996,-19091.989683558,-5558.469683557995,-7420.409683557998,-11107.749683558,-12501.669683557995,38465.189683558,524.4970731999998,2555,152.63797876061653
"Milwaukee, WI",41719.040643992004,16342.032143992004,25425.202043992,22835.749043992,14939.710643991999,2853.2056439920016,19315.957943991998,6844.980143992001,2381.222243992001,19064.902943991998,-1798.124256007999,2742.7414439919958,-10731.894956007996,-6514.762556007998,-8053.738456007999,-4858.912756007998,1556.074943992,-1411.5413560079978,9110.213543992006,5421.139643992004,2624.2860439920005,824.5914439920017,27467.065356008,350.3157894800001,2384,155.9260757778909
"Minneapolis, MN",39119.789561768994,14992.498561769004,25539.338061768998,22137.873061768998,14080.081561769002,-79.40993823100143,23225.536561769004,2606.047561769002,2285.3535617689995,18860.692561769,-6098.200938230999,-2765.576938230999,-13702.709938231,-9054.494938230997,-11951.356438231001,-8988.115938230996,-5378.665438230997,-6631.661438230996,7583.899561769002,1737.6195617690028,-2517.782438230999,-3092.5274382310017,33062.645938231,740.34782604,2362,177.80047258660701
"Mobile, AL",46804.56138996399,24295.951389964,34238.55138996399,37075.431389964,18273.451389964,7541.721389964002,24303.251389963993,10733.281389964,6649.871389963999,15419.151389963994,-3442.9286100360005,5232.231389963996,-7797.1086100360035,-4928.628610036001,-7592.098610036006,-3775.758610036002,2517.3013899639955,2499.871389963999,7887.401389963994,8217.701389963997,2021.7913899639968,23.981389963995753,24028.588610036008,411.5,2496,0.0
"Monterey, CA",41559.98731973398,14660.844319733982,31356.88831973397,27267.511319733978,15897.444319733986,-2043.6666802660184,33395.240319733966,1629.2333197339906,3614.571319733986,20941.016319733997,-8898.226680266012,-3562.6666802660106,-16391.006680266015,-12294.326680266013,-16563.206680266012,-11655.086680266013,-9271.406680266013,-17203.286680266014,894.9333197339874,-2331.3666802660155,-10678.44668026601,-11243.426680266008,37587.56668026601,612.50000004,2121,0.0
"Morgantown, WV",30903.819386714003,17603.674386714,21944.869386714,27240.874386714,14033.914386713997,5447.699386713997,17470.474386714002,7486.234386714002,6366.199386713996,15470.314386713999,-3056.775613286001,1917.319386713996,-7369.165613286001,-5304.445613286003,-7498.525613286001,-5623.645613285999,78.64938671399796,-496.66561328600073,7360.234386714002,7680.489386713998,4923.319386713996,1152.4593867139993,24548.005613286,296.25,2185,0.0
"Mountain View, CA",24545.56399584998,-2353.579004150015,14342.464995849981,10253.087995849986,-1116.9790041500094,-19058.090004150014,16380.816995849978,-15385.190004150005,-13399.852004150007,3926.5929958499987,-25912.65000415001,-20577.090004150006,-33405.43000415002,-29308.75000415001,-33577.630004150014,-28669.510004150008,-26285.83000415001,-34217.710004150016,-16119.490004150008,-19345.79000415001,-27692.870004150005,-28257.850004150005,54601.99000415001,698.5,2121,0.0
"Myrtle Beach, SC",34668.46094324002,14542.790943239996,22876.06094324,26827.92094324,15134.220943240005,1388.6209432399994,13081.610943239995,6486.420943240002,3719.1409432400033,15178.240943239995,-5754.619056759999,1969.5409432400008,-11087.659056759998,-8604.19905676,-10387.819056759996,-7321.159056759996,-696.9790567599994,-221.50905675999817,3519.880943240001,2790.8709432399987,2019.7609432399984,-3096.1990567600005,26936.11905676,361.976,2342,0.0
"Naperville, IL",34257.710278688995,12571.992778688991,24449.25777868899,21950.882278688998,10753.778278688987,-4253.613721311009,26254.638278688995,135.23027868899226,-2464.619221311012,12091.323778688988,-12902.453221311009,-4238.27322131101,-18711.800721311007,-13022.045221311007,-16824.074221311013,-13013.740221311009,-6639.652721311009,-11467.349221311013,12752.426278688996,-1134.3787213110118,-7784.9122213110095,-10168.44722131101,36559.24572131101,363.99999996,2473,0.0
"Naples, FL",35079.742134009015,9522.202134009014,18549.14213400901,15468.14213400901,5013.022134009015,-7296.1578659909865,12988.522134009014,-3099.757865990985,-4655.857865990991,8928.622134009012,-13719.417865990989,-7536.5378659909875,-19857.417865990992,-17838.697865990987,-18490.777865990993,-16091.897865990988,-10270.697865990987,-19585.49786599099,-6051.977865990986,-7913.9178659909885,-11601.257865990989,-12995.177865990989,38958.69786599099,480.0,2555,0.0
